Easting,Northing,Elevation
525580.9523570940,5.253141590407E+06,64.72313843
525584.9358857980,5.253145195065E+06,64.98762115
525588.9194145030,5.253148799724E+06,65.39665144
525549.0841274590,5.253114976246E+06,67.43799542
525553.0676561630,5.253118583209E+06,66.5478482
525557.0511848680,5.253122190172E+06,65.81416191
525561.0347135720,5.253125797136E+06,65.23632856
525565.0182422760,5.253129404099E+06,64.81386929
525569.0017709810,5.253133011062E+06,64.54643398
525572.9852996850,5.253136618026E+06,64.43380102
525576.9688283890,5.253140224989E+06,64.47587707
525580.9523570940,5.253143831952E+06,64.67269699
525584.9358857980,5.253147438916E+06,65.0244239
525588.9194145020,5.253151045879E+06,65.53134926
525638.2817022190,5.253011199891E+06,73.49550683
525635.0424176510,5.253015509060E+06,72.85548707
525631.8031330830,5.253019818229E+06,72.30947352
525628.5638485150,5.253024127397E+06,71.85730214
525625.3245639470,5.253028436566E+06,71.49883708
525622.0852793790,5.253032745734E+06,71.23397063
525618.8459948110,5.253037054903E+06,71.06262324
525615.6067102430,5.253041364071E+06,70.98474341
525612.3674256750,5.253045673240E+06,71.00030774
525609.1281411070,5.253049982408E+06,71.10932092
525605.8888565390,5.253054291577E+06,71.3118157
525635.5295614590,5.253011199891E+06,71.3076464
525632.4891650920,5.253015509060E+06,70.57056452
525629.4487687260,5.253019818229E+06,69.95842795
525626.4083723590,5.253024127397E+06,69.47089865
525623.3679759930,5.253028436566E+06,69.10770739
525620.3275796260,5.253032745734E+06,68.86865359
525617.2871832600,5.253037054903E+06,68.75360525
525614.2467868930,5.253041364071E+06,68.76249882
525611.2063905270,5.253045673240E+06,68.89533923
525608.1659941600,5.253049982408E+06,69.15219983
525605.1255977940,5.253054291577E+06,69.53322247
525635.6689488940,5.253011199891E+06,73.27409755
525632.4760072560,5.253015509060E+06,72.70974108
525629.2830656170,5.253019818229E+06,72.22896494
525626.0901239790,5.253024127397E+06,71.83165347
525622.8971823410,5.253028436566E+06,71.51771109
525619.7042407020,5.253032745734E+06,71.28706227
525616.5112990640,5.253037054903E+06,71.13965151
525613.3183574260,5.253041364071E+06,71.07544337
525610.1254157870,5.253045673240E+06,71.09442238
525606.9324741490,5.253049982408E+06,71.19659312
525603.7395325110,5.253054291577E+06,71.38198017
525636.9461551700,5.253011199891E+06,73.36601139
525633.7345186690,5.253015509060E+06,72.79795979
525630.5228821680,5.253019818229E+06,72.31423837
525627.3112456670,5.253024127397E+06,71.91472916
525624.0996091660,5.253028436566E+06,71.59933472
525620.8879726650,5.253032745734E+06,71.36797814
525617.6763361630,5.253037054903E+06,71.22060299
525614.4646996620,5.253041364071E+06,71.15717334
525611.2530631610,5.253045673240E+06,71.17767372
525608.0414266600,5.253049982408E+06,71.28210912
525604.8297901590,5.253054291577E+06,71.47050502
525634.9376506750,5.253011199891E+06,71.22880262
525631.8884984370,5.253015509060E+06,70.50991192
525628.8393462000,5.253019818229E+06,69.91467942
525625.7901939620,5.253024127397E+06,69.44278348
525622.7410417250,5.253028436566E+06,69.09396913
525619.6918894870,5.253032745734E+06,68.86804787
525616.6427372490,5.253037054903E+06,68.76489765
525613.5935850120,5.253041364071E+06,68.78446271
525610.5444327740,5.253045673240E+06,68.92675363
525607.4952805360,5.253049982408E+06,69.1918473
525604.4461282990,5.253054291577E+06,69.57988695
525634.3624794020,5.253011199891E+06,71.19186871
525631.3047720090,5.253015509060E+06,70.49146359
525628.2470646160,5.253019818229E+06,69.9118592
525625.1893572220,5.253024127397E+06,69.45275695
525622.1316498290,5.253028436566E+06,69.11392038
525619.0739424350,5.253032745734E+06,68.89517493
525616.0162350420,5.253037054903E+06,68.79640793
525612.9585276490,5.253041364071E+06,68.8175685
525609.9008202550,5.253045673240E+06,68.95866755
525606.8431128620,5.253049982408E+06,69.21977774
525603.7854054690,5.253054291577E+06,69.6010336
525636.0742809910,5.253011199891E+06,71.35431717
525633.0483488390,5.253015509060E+06,70.61280979
525630.0224166870,5.253019818229E+06,69.9956946
525626.9964845350,5.253024127397E+06,69.50263285
525623.9705523830,5.253028436566E+06,69.13335387
525620.9446202300,5.253032745734E+06,68.88765495
525617.9186880780,5.253037054903E+06,68.76540122
525614.8927559260,5.253041364071E+06,68.76652556
525611.8668237740,5.253045673240E+06,68.8910286
525608.8408916210,5.253049982408E+06,69.13897868
525605.8149594690,5.253054291577E+06,69.5105119
525636.0109037580,5.253011199891E+06,69.79857819
525632.8408620480,5.253015509060E+06,69.06490678
525629.6708203370,5.253019818229E+06,68.45607001
525626.5007786270,5.253024127397E+06,67.97174151
525623.3307369170,5.253028436566E+06,67.61166164
525620.1606952070,5.253032745734E+06,67.37563738
525616.9906534960,5.253037054903E+06,67.26354218
525613.8206117860,5.253041364071E+06,67.27531597
525610.6505700760,5.253045673240E+06,67.41096505
525607.4805283650,5.253049982408E+06,67.67056214
525604.3104866550,5.253054291577E+06,68.0542464
525633.9474993980,5.253011199891E+06,71.19696814
525631.4596718720,5.253015509060E+06,70.5196735
525628.9718443470,5.253019818229E+06,69.94596228
525626.4840168210,5.253024127397E+06,69.47558971
525623.9961892960,5.253028436566E+06,69.10835512
525621.5083617700,5.253032745734E+06,68.84410186
525619.0205342450,5.253037054903E+06,68.68271718
525616.5327067190,5.253041364071E+06,68.62413224
525614.0448791940,5.253045673240E+06,68.66832204
525611.5570516680,5.253049982408E+06,68.81530544
525609.0692241430,5.253054291577E+06,69.06514514
525588.9194145020,5.253148621500E+06,67.18422142
525593.2789484780,5.253151695661E+06,66.62135847
525597.6384824530,5.253154769823E+06,66.1576969
525601.9980164290,5.253157843984E+06,65.79307782
525606.3575504050,5.253160918145E+06,65.5273763
525610.7170843800,5.253163992306E+06,65.36050131
525615.0766183560,5.253167066467E+06,65.29239565
525619.4361523320,5.253170140629E+06,65.323036
525623.7956863080,5.253173214790E+06,65.45243286
525628.1552202830,5.253176288951E+06,65.68063055
525632.5147542590,5.253179363112E+06,66.00770728
525588.9194145030,5.253151192243E+06,67.03148847
525593.2789484790,5.253154218593E+06,66.53921011
525597.6384824550,5.253157244943E+06,66.13868088
525601.9980164300,5.253160271293E+06,65.82978192
525606.3575504060,5.253163297642E+06,65.61242155
525610.7170843820,5.253166323992E+06,65.48653526
525615.0766183580,5.253169350342E+06,65.4520857
525619.4361523330,5.253172376692E+06,65.50906264
525623.7956863090,5.253175403042E+06,65.65748299
525628.1552202850,5.253178429391E+06,65.89739079
525632.5147542600,5.253181455741E+06,66.22885726
525588.9194145020,5.253149904543E+06,67.2358561
525593.2789484780,5.253152952747E+06,66.68940705
525597.6384824540,5.253156000951E+06,66.24187417
525601.9980164290,5.253159049156E+06,65.89310405
525606.3575504050,5.253162097360E+06,65.64297714
525610.7170843810,5.253165145564E+06,65.4914077
525615.0766183570,5.253168193768E+06,65.43834378
525619.4361523320,5.253171241972E+06,65.48376719
525623.7956863080,5.253174290176E+06,65.6276935
525628.1552202840,5.253177338380E+06,65.87017204
525632.5147542590,5.253180386585E+06,66.21128594
525588.9194145020,5.253149570710E+06,63.68927796
525593.2789484780,5.253152651145E+06,63.11199057
525597.6384824540,5.253155731580E+06,62.65053846
525601.9980164300,5.253158812015E+06,62.30470638
525606.3575504050,5.253161892450E+06,62.07433301
525610.7170843810,5.253164972885E+06,61.95931091
525615.0766183570,5.253168053320E+06,61.9595864
525619.4361523320,5.253171133755E+06,62.07515963
525623.7956863080,5.253174214190E+06,62.3060845
525628.1552202840,5.253177294625E+06,62.65246873
525632.5147542600,5.253180375060E+06,63.11447389
525588.9194145030,5.253148866808E+06,65.53662348
525593.2789484780,5.253151933134E+06,64.76448863
525597.6384824540,5.253154999460E+06,64.13563462
525601.9980164300,5.253158065786E+06,63.64961474
525606.3575504050,5.253161132112E+06,63.30608374
525610.7170843810,5.253164198439E+06,63.1047976
525615.0766183570,5.253167264765E+06,63.04561332
525619.4361523330,5.253170331091E+06,63.12848888
525623.7956863080,5.253173397417E+06,63.35348313
525628.1552202840,5.253176463743E+06,63.72075591
525632.5147542600,5.253179530069E+06,64.2305681
525588.9194145030,5.253150279093E+06,65.3942563
525593.2789484790,5.253153344426E+06,64.65608801
525597.6384824550,5.253156409759E+06,64.05992773
525601.9980164300,5.253159475092E+06,63.60535873
525606.3575504060,5.253162540426E+06,63.29206325
525610.7170843820,5.253165605759E+06,63.11982228
525615.0766183570,5.253168671092E+06,63.08851541
525619.4361523330,5.253171736426E+06,63.19812077
525623.7956863090,5.253174801759E+06,63.44871497
525628.1552202850,5.253177867092E+06,63.84047318
525632.5147542600,5.253180932425E+06,64.37366927
525588.9194145030,5.253149521740E+06,65.49708037
525593.2789484780,5.253152588621E+06,64.74169486
525597.6384824540,5.253155655501E+06,64.12820048
525601.9980164300,5.253158722382E+06,63.65616957
525606.3575504050,5.253161789262E+06,63.32527307
525610.7170843810,5.253164856143E+06,63.13528033
525615.0766183570,5.253167923023E+06,63.08605888
525619.4361523330,5.253170989904E+06,63.17757443
525623.7956863080,5.253174056785E+06,63.40989077
525628.1552202840,5.253177123665E+06,63.78316984
525632.5147542600,5.253180190546E+06,64.29767186
525588.9194145020,5.253150921409E+06,65.32737984
525593.2789484780,5.253153987584E+06,64.57476009
525597.6384824540,5.253157053759E+06,63.970611
525601.9980164290,5.253160119934E+06,63.51447126
525606.3575504050,5.253163186109E+06,63.20599257
525610.7170843810,5.253166252284E+06,63.04493938
525615.0766183560,5.253169318459E+06,63.03118871
525619.4361523320,5.253172384634E+06,63.16473008
525623.7956863080,5.253175450809E+06,63.44566543
525628.1552202840,5.253178516984E+06,63.8742093
525632.5147542590,5.253181583159E+06,64.45068891
525709.9831704220,5.253388155399E+06,62.47630205
525714.2325413330,5.253391236605E+06,61.58592785
525718.4819122440,5.253394317811E+06,60.83226371
525722.7312831550,5.253397399017E+06,60.21481064
525726.9806540660,5.253400480224E+06,59.73315983
525731.2300249770,5.253403561430E+06,59.38699237
525735.4793958890,5.253406642636E+06,59.17607908
525739.7287668000,5.253409723842E+06,59.1002803
525743.9781377110,5.253412805048E+06,59.15954586
525748.2275086220,5.253415886254E+06,59.35391499
525752.4768795330,5.253418967460E+06,59.68351639
525709.9831704210,5.253387500840E+06,62.51200368
525714.2325413320,5.253390572015E+06,61.50560857
525718.4819122430,5.253393643189E+06,60.65957866
525722.7312831540,5.253396714363E+06,59.97314648
525726.9806540660,5.253399785538E+06,59.44568932
525731.2300249770,5.253402856712E+06,59.0767287
525735.4793958880,5.253405927886E+06,58.8659299
525739.7287667990,5.253408999061E+06,58.8131017
525743.9781377100,5.253412070235E+06,58.91819618
525748.2275086210,5.253415141409E+06,59.18130868
525752.4768795320,5.253418212584E+06,59.60267788
525709.9831704220,5.253386152053E+06,62.5602183
525714.2325413330,5.253389230635E+06,61.39618935
525718.4819122440,5.253392309216E+06,60.42391499
525722.7312831550,5.253395387798E+06,59.64214863
525726.9806540660,5.253398466379E+06,59.04988793
525731.2300249770,5.253401544960E+06,58.64637351
525735.4793958890,5.253404623542E+06,58.43108803
525739.7287668000,5.253407702123E+06,58.40375544
525743.9781377110,5.253410780704E+06,58.56434071
525748.2275086220,5.253413859286E+06,58.91304972
525752.4768795330,5.253416937867E+06,59.45032958
525709.9831704220,5.253386821565E+06,62.50223404
525714.2325413330,5.253389897372E+06,61.42095047
525718.4819122440,5.253392973179E+06,60.51499156
525722.7312831550,5.253396048986E+06,59.78338044
525726.9806540660,5.253399124793E+06,59.22532823
525731.2300249770,5.253402200600E+06,58.84023318
525735.4793958880,5.253405276407E+06,58.62768007
525739.7287667990,5.253408352214E+06,58.5874397
525743.9781377110,5.253411428021E+06,58.71946867
525748.2275086220,5.253414503828E+06,59.02390936
525752.4768795330,5.253417579636E+06,59.50109004
525709.9831704220,5.253387450107E+06,60.71971334
525714.2325413330,5.253390523288E+06,59.81076093
525718.4819122440,5.253393596469E+06,59.04700821
525722.7312831550,5.253396669650E+06,58.42788424
525726.9806540660,5.253399742832E+06,57.95292618
525731.2300249770,5.253402816013E+06,57.62177897
525735.4793958880,5.253405889194E+06,57.43419508
525739.7287667990,5.253408962376E+06,57.39003427
525743.9781377100,5.253412035557E+06,57.48926353
525748.2275086220,5.253415108738E+06,57.73195704
525752.4768795330,5.253418181920E+06,58.11829622
525549.0841274580,5.253112075913E+06,69.97088907
525552.6543609890,5.253108896218E+06,69.74586087
525556.2245945190,5.253105716524E+06,69.59343519
525559.7948280490,5.253102536829E+06,69.51357695
525563.3650615800,5.253099357134E+06,69.50626777
525566.9352951100,5.253096177439E+06,69.57150595
525570.5055286400,5.253092997744E+06,69.70930652
525574.0757621710,5.253089818050E+06,69.91970121
525577.6459957010,5.253086638355E+06,70.20273845
525581.2162292320,5.253083458660E+06,70.55848343
525584.7864627620,5.253080278965E+06,70.98701805
525549.0841274590,5.253114164114E+06,70.03932156
525552.6543609900,5.253111004941E+06,69.78664496
525556.2245945200,5.253107845768E+06,69.60795929
525559.7948280510,5.253104686595E+06,69.5032216
525563.3650615810,5.253101527422E+06,69.47240671
525566.9352951110,5.253098368249E+06,69.51550722
525570.5055286420,5.253095209076E+06,69.63253348
525574.0757621720,5.253092049903E+06,69.82351363
525577.6459957030,5.253088890730E+06,70.08849357
525581.2162292330,5.253085731557E+06,70.42753701
525584.7864627630,5.253082572384E+06,70.84072545
525549.0841274590,5.253113802292E+06,68.60146614
525552.6543609900,5.253110600432E+06,68.25785311
525556.2245945200,5.253107398572E+06,68.00512051
525559.7948280510,5.253104196712E+06,67.84317793
525563.3650615810,5.253100994853E+06,67.77196743
525566.9352951110,5.253097792993E+06,67.79146355
525570.5055286420,5.253094591133E+06,67.90167325
525574.0757621720,5.253091389273E+06,68.10263596
525577.6459957030,5.253088187413E+06,68.39442356
525581.2162292330,5.253084985554E+06,68.77714046
525584.7864627630,5.253081783694E+06,69.25092354
525549.0841274600,5.253113210344E+06,70.02508454
525552.6543609900,5.253110030058E+06,69.79489291
525556.2245945200,5.253106849772E+06,69.63847048
525559.7948280510,5.253103669487E+06,69.55578006
525563.3650615810,5.253100489201E+06,69.54680201
525566.9352951120,5.253097308916E+06,69.6115342
525570.5055286420,5.253094128630E+06,69.74999201
525574.0757621720,5.253090948344E+06,69.96220834
525577.6459957030,5.253087768059E+06,70.24823362
525581.2162292330,5.253084587773E+06,70.60813584
525584.7864627630,5.253081407488E+06,71.04200052
525549.0841274590,5.253113028258E+06,68.58133719
525552.6543609890,5.253109818472E+06,68.21590608
525556.2245945190,5.253106608687E+06,67.94807899
525559.7948280500,5.253103398901E+06,67.77774573
525563.3650615800,5.253100189116E+06,67.70483618
525566.9352951100,5.253096979330E+06,67.72932035
525570.5055286410,5.253093769545E+06,67.85120831
525574.0757621710,5.253090559759E+06,68.07055022
525577.6459957020,5.253087349973E+06,68.38743635
525581.2162292320,5.253084140188E+06,68.80199708
525584.7864627620,5.253080930402E+06,69.31440303
525549.0841274590,5.253112242860E+06,68.57352505
525552.6543609890,5.253109046240E+06,68.24992578
525556.2245945200,5.253105849621E+06,68.01519042
525559.7948280500,5.253102653001E+06,67.86923855
525563.3650615810,5.253099456381E+06,67.81202015
525566.9352951110,5.253096259762E+06,67.8435156
525570.5055286410,5.253093063142E+06,67.9637357
525574.0757621720,5.253089866522E+06,68.17272166
525577.6459957020,5.253086669903E+06,68.47054507
525581.2162292330,5.253083473283E+06,68.85730802
525584.7864627630,5.253080276663E+06,69.33314303
525549.0841274590,5.253114538220E+06,68.61406399
525552.6543609900,5.253111331834E+06,68.26839992
525556.2245945200,5.253108125447E+06,68.01317107
525559.7948280510,5.253104919060E+06,67.84828714
525563.3650615810,5.253101712673E+06,67.7736898
525566.9352951110,5.253098506287E+06,67.78935267
525570.5055286420,5.253095299900E+06,67.89528129
525574.0757621720,5.253092093513E+06,68.09151313
525577.6459957030,5.253088887127E+06,68.3781176
525581.2162292330,5.253085680740E+06,68.75519611
525584.7864627630,5.253082474353E+06,69.22288205
525549.0841274590,5.253113425459E+06,66.74371913
525552.6543609900,5.253110188435E+06,66.21861411
525556.2245945200,5.253106951411E+06,65.80171789
525559.7948280500,5.253103714387E+06,65.49282227
525563.3650615810,5.253100477363E+06,65.291773
525566.9352951110,5.253097240339E+06,65.19846969
525570.5055286420,5.253094003315E+06,65.21286573
525574.0757621720,5.253090766292E+06,65.33496833
525577.6459957020,5.253087529268E+06,65.56483845
525581.2162292330,5.253084292244E+06,65.90259088
525584.7864627630,5.253081055220E+06,66.3483943
525732.1069123320,5.253449903974E+06,58.48283355
525729.3477516060,5.253453818400E+06,57.89933578
525726.5885908810,5.253457732825E+06,57.43642888
525723.8294301550,5.253461647251E+06,57.09382284
525721.0702694290,5.253465561676E+06,56.87130299
525718.3111087030,5.253469476102E+06,56.76872994
525715.5519479770,5.253473390527E+06,56.7860394
525712.7927872510,5.253477304953E+06,56.92324222
525710.0336265260,5.253481219378E+06,57.18042437
525707.2744658000,5.253485133804E+06,57.55774698
525704.5153050740,5.253489048229E+06,58.05544646
525732.8661067380,5.253449903974E+06,58.56665399
525730.1057818100,5.253453818400E+06,57.9529539
525727.3454568830,5.253457732825E+06,57.46327338
525724.5851319550,5.253461647251E+06,57.09728845
525721.8248070270,5.253465561676E+06,56.85475698
525719.0644820990,5.253469476102E+06,56.73551851
525716.3041571710,5.253473390527E+06,56.73949413
525713.5438322430,5.253477304953E+06,56.8666865
525710.7835073150,5.253481219378E+06,57.11717975
525708.0231823870,5.253485133804E+06,57.49113961
525705.2628574600,5.253489048229E+06,57.98881351
525731.4619337650,5.253449903974E+06,58.43404173
525728.7035072930,5.253453818400E+06,57.88636471
525725.9450808210,5.253457732825E+06,57.45342338
525723.1866543490,5.253461647251E+06,57.1349718
525720.4282278760,5.253465561676E+06,56.93082907
525717.6698014040,5.253469476102E+06,56.8408792
525714.9113749320,5.253473390527E+06,56.86507112
525712.1529484600,5.253477304953E+06,57.00341855
525709.3945219880,5.253481219378E+06,57.25600009
